"gene","Genotype.statistic","Diet.statistic","Genotype:Diet.statistic","Genotype.p.value","Diet.p.value","Genotype:Diet.p.value","Genotype.p.adj","Diet.p.adj","Genotype:Diet.p.adj"
"Noxo1",9.37381909462232,32.2889166243922,164.318289384082,0.00220227106358245,1.33630248556501e-08,1.48388382310837e-37,0.00642079047638014,4.42363139262591e-08,1.55826948314419e-35
"P4hb",94.679151868107,135.582559301743,164.171566986484,2.34709549316942e-22,2.71069925815786e-31,1.59714202353426e-37,4.28772989251612e-21,2.2591936418349e-30,1.66645389211968e-35
"Letm1",15.116859324978,67.2197674524209,164.111450627496,0.000101191546073571,2.4876816314363e-16,1.64600759266705e-37,0.000383401954245695,1.25362210262813e-15,1.70650099272876e-35
"Actg1",144.713214256843,0.000676255350021611,163.64344699199,2.76817544314496e-33,0.979253529289026,2.08125488962848e-37,8.681616895582e-32,0.984333335159481,2.14408771129638e-35
"Pcsk9",9.1203441750459,892.814274736846,163.026959920191,0.00252914184258736,2.11077434774272e-194,2.83498366426006e-37,0.00727972445124571,1.31133870451177e-192,2.90220308824912e-35
"B4galt1",1.16747528474483,1.88803284307703,162.70918825745,0.279925993635656,0.169430327726436,3.3246013073157e-37,0.409891633537925,0.239352321159799,3.3821584674486e-35
"Auts2",161.371902443937,53.1008214517446,162.61478789302,6.5001460047855e-37,3.21680359557913e-13,3.48573028137274e-37,2.37226180537878e-35,1.41093807936517e-12,3.52405166396919e-35
"Gpx2",7.13616006692542,5.01845912771866,162.379106998133,0.00755700268388532,0.0250829958790065,3.92292591060585e-37,0.0195556967703659,0.0439384334828442,3.94157191647724e-35
"Arglu1",175.643024852857,3.22456105359214,161.179029446344,5.08879943789229e-40,0.0725474777164892,7.16014065750307e-37,2.09697185950817e-38,0.11449052693342,7.15003739154463e-35
"Tceal8",126.287520078735,71.7740592049677,160.554615516034,2.89188125145933e-29,2.47987238897254e-17,9.79246512299229e-37,7.55556197913378e-28,1.30546192999049e-16,9.71902163456984e-35
"Ptprf",4.17667729123098,152.851408203647,160.538053440632,0.0409893790794766,4.66373344994751e-35,9.8741247049784e-37,0.0864452090278104,4.36273502096527e-34,9.74067441351112e-35
"Parp9",126.810869518991,194.388296120533,160.435657903509,2.22305871064523e-29,4.26510212317284e-44,1.03943285817257e-36,5.84740207890354e-28,4.96943931702823e-43,1.01920774894427e-34
"S100a10",33.0341266320293,378.411987577755,160.30410786978,9.1097710974423e-09,5.78052303681643e-84,1.11030732573141e-36,5.91462880546742e-08,1.32707437898817e-82,1.08218397251079e-34
"Btf3",0.00643740012893242,304.411260170336,159.799921944761,0.93605194997243,5.82248029372464e-68,1.42967858759012e-36,0.958898230852683,1.03576515563886e-66,1.38517133155978e-34
"Sct",254.69261818486,1313.48538806732,158.90873691243,3.44824538868137e-57,8.51635319225680e-284,2.23520474796725e-36,2.34841381554672e-55,9.06017522289961e-282,2.1528063717552e-34
"Agpat2",25.1765683512449,103.999779675313,158.786635848969,5.24989104933334e-07,2.14176808213908e-24,2.37634127476277e-36,2.77173132046704e-06,1.47095185961932e-23,2.27527687819492e-34
"Ppm1a",69.8261181563332,215.677763829392,158.115833241159,6.6467534887777e-17,1.0097768604475e-48,3.32660659813586e-36,8.9191431604975e-16,1.29929944328094e-47,3.16650149695072e-34
"Chst4",0.206568105702799,14.6879283503533,158.010549179801,0.649472727813867,0.000127016476453721,3.50696601818446e-36,0.753030594937878,0.000304036351064296,3.31877243476677e-34
"Slc36a1",98.3951728391456,609.383421143965,156.897591902435,3.60607887526331e-23,1.02736419171175e-133,6.12822167135735e-36,6.92988734978287e-22,4.13920964071588e-132,5.76584185807419e-34
"Rrbp1",1.23949194826962,15.9469352471776,156.438269043255,0.265574519650304,6.52393001263007e-05,7.71578343869475e-36,0.395422288359677,0.000160601949206866,7.21780500181807e-34
"Tmsb10",103.293334582355,784.172114374244,156.072415954757,3.05700991922551e-24,3.48063589177756e-171,9.26976724245031e-36,6.23545745053052e-23,1.86977922146744e-169,8.62194293744936e-34
"Hnrnpa1",16.0059750240491,7.06270763895567,155.622090043903,6.323672920099e-05,0.0078730801866483,1.16187554977731e-35,0.000246835549449524,0.0150252229098457,1.0745368365753e-33
"Ccl28",0.768929046898587,777.775111661327,155.589916497465,0.380552916792439,8.13647778760855e-170,1.18077680553721e-35,0.513407362339869,4.25843887295513e-168,1.08584768721634e-33
"mt-Nd3",299.463146014228,178.578830734,153.638536813997,6.86165663928637e-67,1.16920532285285e-40,3.14233645048871e-35,5.64076692513455e-65,1.2570115614317e-39,2.87347249464072e-33
"Hoxd12",123.68650874882,655.242778723109,153.135398516635,1.06897083180973e-28,1.46694966588293e-143,4.04448881776786e-35,2.71445214186692e-27,6.30014240410986e-142,3.67777343501718e-33
"Uqcrc2",19.9400180671368,18.5594764499573,153.104032505666,8.00905105493926e-06,1.65008715135503e-05,4.1086294937889e-35,3.58534994557883e-05,4.29117567704199e-05,3.71534234835566e-33
"Ccl9",40.3719694071166,315.440363232797,152.461890735373,2.1179281526514e-10,2.38659036874932e-70,5.67016510770014e-35,1.63381594979653e-09,4.38448436028586e-69,5.09907610265388e-33
"Mat2a",11.1853735788805,100.066080197607,152.386433487677,0.000825072375414252,1.55369540818569e-23,5.88891641177498e-35,0.00262863633873904,1.04243611537669e-22,5.26669738650887e-33
"Thbs4",302.938159732059,3431.946862757,151.829779508371,1.21348125920127e-67,0,7.78600383891091e-35,1.01291458748816e-65,0,6.9252887697242e-33
"Ergic1",19.9368326611297,3.21759303774934,151.288268527925,8.02240025796034e-06,0.0728569185660118,1.02164181554075e-34,3.59033843824087e-05,0.114923157621763,9.03764338671568e-33
"Kmt5c",4.090600844144,15.6238700349303,151.164961643561,0.0431277988487629,7.73826605570304e-05,1.0868390695765e-34,0.0903812516880796,0.000188952530136031,9.56242137053874e-33
"Atp5k",0.301720042423946,0.0342190026362071,150.173334926647,0.582808647001074,0.853242524833015,1.78744348338912e-34,0.699946605713605,0.888846628909247,1.5642052461895e-32
"Pitx2",193.012951162759,152.236575070799,150.011264449729,8.49007289678282e-44,6.34870143183289e-35,1.93886422100557e-34,3.9259351290038e-42,5.91854600263138e-34,1.68764133290416e-32
"Pygo2",41.867541769871,8.97152511457428,149.672710965846,9.86006639443787e-11,0.00274358335112048,2.29783695778407e-34,7.86341502705856e-10,0.0055948287209634,1.98946234903464e-32
"Muc2",954.114418219811,1843.62864598362,149.151000479833,1.77173703878254e-207,0,2.98541426192423e-34,9.61285459342114e-205,0,2.57108930906565e-32
"Oas3",4.77607010444428,104.107976551976,148.589738473818,0.0288626827773271,2.02818249613542e-24,3.95651551893126e-34,0.0637014084836005,1.39470749850427e-23,3.38948437377074e-32
"Soat1",0.188787200416998,172.92003889256,148.531824523503,0.663929879744764,1.99124793934843e-39,4.07317933905117e-34,0.764973926000249,2.08568485899449e-38,3.47115916763015e-32
"Anxa2",0.0339484372467232,387.202128855066,147.17417429334,0.853817310736348,7.29910948140342e-86,8.05021371670203e-34,0.904025523115562,1.72434840390136e-84,6.82465253472703e-32
"Cd164",5.4591325818551,63.1772564736992,146.378972189525,0.019470366547257,1.929741449608e-15,1.19982703025911e-33,0.0450937900241466,9.36226574523681e-15,1.01189557365427e-31
"C1galt1c1",7.54742359307494,78.4624420954341,146.069264800751,0.00601181671096039,8.42332199392125e-19,1.40158880780884e-33,0.0159190402805112,4.72129518233665e-18,1.17596190848992e-31
"Edem1",84.4841207083467,149.952776622576,145.940102215082,4.02191258568425e-20,1.99660408214805e-34,1.49545220133706e-33,6.53340031508807e-19,1.832979393408e-33,1.24828079390581e-31
"Cyb5b",0.124610265898049,43.512085331613,145.802228842127,0.724088633680558,4.25677086733191e-11,1.60259319985753e-33,0.81165144896484,1.65680199444193e-10,1.33088824051434e-31
"Pabpc1",165.110554771731,151.906302068127,145.661808525979,9.97508434304513e-38,7.49276743477534e-35,1.7196080355205e-33,3.80244608552097e-36,6.9572033962258e-34,1.42081522813031e-31
"Preb",174.65327591949,5.65864968723507,144.665592399361,8.35546502381451e-40,0.0173733459966299,2.83513696665401e-33,3.40856902738418e-38,0.0313823052699085,2.33068305081956e-31
"Glrx5",12.2293192449292,1.67656212965785,144.341358351623,0.000470865161367831,0.195388068726825,3.33618587504147e-33,0.00157183597858576,0.270390375332982,2.72879886874623e-31
"Cx3cl1",1153.38693482464,106.055001886665,144.010047793496,7.22281948304818e-250,7.6083443034972e-25,3.93976711183117e-33,5.11155794459023e-247,5.31506524583794e-24,3.2063794639638e-31
"Luc7l2",0.0166521340317667,1.55144332839338,143.049442092257,0.897324043337273,0.212928523014647,6.38081385795466e-33,0.932916674335768,0.290490115590429,5.1671894112402e-31
"Mfap1b",25.0057190669695,4.32323796595884,142.99954570833,5.73599653303839e-07,0.0376005717101564,6.54264747115385e-33,3.01274009578141e-06,0.0636200109902512,5.27201350930551e-31
"Cfb",184.143105990582,247.675230653839,141.53662524493,7.20391091527627e-42,1.14689819477137e-55,1.36360191958046e-32,3.17772514818298e-40,1.63898699879663e-54,1.09336691847345e-30
"Ccn3",819.832972816335,21.2923341454718,141.404789728674,8.2178166272987e-179,3.95314867304862e-06,1.45690383848263e-32,3.18479526767955e-176,1.08489969568728e-05,1.16245214602852e-30
"Pcdh17",196.733838940959,409.992176729675,140.813057578204,1.31850888444287e-44,8.762804778909e-91,1.96085652132083e-32,6.31216738590486e-43,2.1709615431705e-89,1.55692007792874e-30
"Ern1",16.8799027573548,53.732102277972,140.471592260763,3.98864377951781e-05,2.33356269288965e-13,2.32754270264729e-32,0.000160621362689786,1.02963946739401e-12,1.83909769762087e-30
"Ncl",12.3201359324442,1.6098309780301,140.07913212262,0.00044850518600661,0.204521665276608,2.83446047946582e-32,0.00150212323305135,0.280691327631311,2.22881706397416e-30
"Myrfl",259.618382861733,306.498887032031,139.827255583403,2.94801344611423e-58,2.05666503556212e-68,3.21655718334932e-32,2.06831098544834e-56,3.68276532275518e-67,2.51711063814312e-30
"Gpx1",31.9947654787164,0.518957564877404,139.422541362693,1.55458537109981e-08,0.471290173376041,3.9413040729141e-32,9.87279987724992e-08,0.554903171253256,3.06950269831688e-30
"Oas2",144.218761515958,35.1809681456539,139.289712582894,3.547922851294e-33,3.02480156400873e-09,4.21312208252556e-32,1.10631303161901e-31,1.04643347624591e-08,3.2500942245151e-30
"B4galnt3",385.693484009449,1380.65688167859,139.295029883181,1.54564403010968e-85,5.35325826426338e-298,4.20188894336551e-32,1.74711443597883e-83,6.00930929430449e-296,3.2500942245151e-30
"Isx",40.9523338344465,5689.94798134525,139.147745365889,1.57409959252873e-10,0,4.52440147270728e-32,1.22826553535907e-09,0,3.47375862128568e-30
"Ces1c",361.663245097507,457.389322414722,138.751784293339,2.40445690513424e-80,5.2294618726495e-101,5.51957023356974e-32,2.47704715473861e-78,1.43541232548256e-99,4.21793637050773e-30
"Aldh9a1",1.02992256607265,325.960049596803,138.706382942829,0.31018192873196,1.26316877694577e-72,5.6468432853973e-32,0.44361930005888,2.4075641899703e-71,4.29503122226224e-30
"Ndufa1",12.0375220821947,65.2061156580371,138.541230771537,0.000521856038656735,6.90026422764397e-16,6.13507682499556e-32,0.00172717583188607,3.40866770359213e-15,4.64468118513734e-30
"Bcl2",3.46500766239258,4.39244081809079,137.631273689306,0.0626862750429123,0.0361037796086277,9.68856317286967e-32,0.12453856937306,0.0613361048627109,7.30096031318516e-30
"Rfk",70.6749371742843,222.770389036222,137.08862099987,4.32521733784809e-17,2.91135175748516e-50,1.27234471618771e-31,5.87659120268392e-16,3.81239521774626e-49,9.54375803934897e-30
"Ece1",160.308227717529,24.1382597321454,136.938305776895,1.10801604776979e-36,8.99533641692892e-07,1.37210510558585e-31,4.02570919856002e-35,2.62443253017301e-06,1.02448416530371e-29
"Rack1",1.07815262492445,12.3038071598836,136.112025568509,0.29911638176914,0.000452444976307768,2.07777766094867e-31,0.431050672514944,0.00101901852488744,1.54429164325395e-29
"Dhrs9",22.0312816593742,9.48978604820592,136.073308030989,2.68976237349191e-06,0.00206734749707602,2.11857396715025e-31,1.2914826593902e-05,0.00428829045621338,1.56745583924112e-29
"Acaa2",520.259103204178,469.679003712713,135.955888844115,1.49758746975036e-114,1.17334465790722e-103,2.24726196565213e-31,2.93689533073815e-112,3.31571718693676e-102,1.65514402782442e-29
"Arf1",33.4020933906476,3.31136880881064,135.754451530961,7.5401912309335e-09,0.0688083361425441,2.48650485581863e-31,4.95085488769281e-08,0.109225013398887,1.82310088009729e-29
"Tcf7l1",466.472714330571,842.667200659325,135.034445739206,5.76050015503278e-103,1.08203661872482e-183,3.56973095241093e-31,9.28353079440282e-101,6.33536332481433e-182,2.60558344001761e-29
"Ybx1",20.0746165699353,287.166565702059,134.983684190123,7.46490111948724e-06,3.1586463050997e-64,3.66191114379733e-31,3.35652473817386e-05,5.31128986654006e-63,2.66093427176737e-29
"Tmcc3",620.401782260635,40.7539753125811,134.365385717259,4.41880661346762e-136,1.74211212023973e-10,4.99547652816306e-31,1.08977144314261e-133,6.5352290806965e-10,3.61383873106267e-29
"Cpne2",42.7719250920391,207.259606283519,134.012932076609,6.21194481384786e-11,6.80425220283024e-47,5.96293685386944e-31,5.04801925786328e-10,8.44152538913627e-46,4.29463376860322e-29
"Arpc1b",2.3600130189171,554.3680995004,133.789387721167,0.124487687452796,6.86211465290615e-122,6.67151730534059e-31,0.219105329657133,2.396880691102e-120,4.78380119731404e-29
"Eef1b2",7.36264672111332,365.874507493089,133.225269197907,0.00666162563245217,2.95728815229067e-81,8.85699008927056e-31,0.0174691929143586,6.4960565795999e-80,6.32303630188846e-29
"Sphk2",18.4737922601214,50.4619683659286,133.03581892075,1.72592996213847e-05,1.23167777370983e-12,9.74127031910335e-31,7.34840753171015e-05,5.2413121889346e-12,6.92395882026398e-29
"Misp",0.203723346467484,248.829976385487,132.919061639674,0.651734128140623,6.44254928106069e-56,1.03296835671861e-30,0.754768865438984,9.24738753508155e-55,7.31027214882991e-29
"Gucy2c",195.611888200521,2565.13524590581,132.341844025163,2.31181233168372e-44,0,1.38043001608938e-30,1.09706616101504e-42,0,9.72695210904192e-29
"Dusp6",105.761887849991,1096.93542586289,132.242628195721,8.81838189711625e-25,7.06504487919351e-238,1.45097571636058e-30,1.85448064779536e-23,5.86723140299147e-236,1.01799705755177e-28
"Wsb1",324.505526829128,553.062287160096,131.738077478318,2.60709835619201e-72,1.31011227299354e-121,1.86956101432707e-30,2.38403033391782e-70,4.5663163742004e-120,1.30604483391423e-28
"Sod1",0.368028851910157,705.73069395534,131.068461268713,0.544083523675898,2.18407361188217e-154,2.61720994786679e-30,0.666620061337794,1.03043959943786e-152,1.82052676587298e-28
"Cdhr5",1.55520233615592,28.574698317983,130.898873759659,0.212375110362456,9.05597775342947e-08,2.8499738442482e-30,0.333445516674998,2.83306073212707e-07,1.97400103246076e-28
"Rbp4",351.315422621394,14.2556143251006,130.877747412262,4.14772989493034e-78,0.000159774635418486,2.88038451467921e-30,4.14187726992523e-76,0.000379349836703746,1.98661096378956e-28
"Rpn2",54.5341254819158,0.666804245555872,129.678246034753,1.55221697919008e-13,0.414172035437313,5.26240194808176e-30,1.60313678745412e-12,0.499220839811399,3.60905267215628e-28
"Dynll1",0.42892055126921,1.29256386927728,129.67269273704,0.512522205702078,0.255581628298797,5.27710595302079e-30,0.639307528715819,0.338577373684462,3.60905267215628e-28
"Clic6",154.547880668488,1253.40904397182,129.462494233122,1.9913913768737e-35,4.45184020825758e-271,5.86494668114854e-30,6.85282821170682e-34,4.36521705239811e-269,3.99429862464664e-28
"Eif2ak3",8.08840131159646,1.18032284657455,129.18545606904,0.00445681127328045,0.277295691205919,6.74091454859976e-30,0.0121860435234648,0.361459274906603,4.57174442114826e-28
"Ctdnep1",4.48926166389608,22.9900433450023,129.128649999643,0.0341134855102615,1.63325824767115e-06,6.93609605269144e-30,0.0737659090283474,4.65171382280723e-06,4.68459898131363e-28
"Far1",7.1042630626669,11.5501871436614,128.815146194933,0.00769263554367776,0.000677970164493174,8.11949846841e-30,0.0198577403546579,0.00149977172702574,5.46120151116982e-28
"Arhgef5",20.754462712669,3.04618723645206,128.301379940224,5.23370592720912e-06,0.0809332692769988,1.05111217339175e-29,2.41533970448491e-05,0.125989941088534,7.04072133592492e-28
"Psma7",17.7505186769751,5.30361953241298,127.628980835713,2.52304325598212e-05,0.0212853773806579,1.47365039588054e-29,0.000105112810539086,0.0378398959835047,9.8305768416998e-28
"Ifitm3",30.1569755742003,56.1265305858649,127.610916127433,4.00450005789605e-08,6.91076296000224e-14,1.48708927901864e-29,2.41949693550015e-07,3.12810035316898e-13,9.87973558962709e-28
"Taldo1",58.6816071497149,99.6847644126549,127.551769107759,1.88803842509187e-14,1.8828188876026e-23,1.53195416589928e-29,2.07365731749126e-13,1.25962363475164e-22,1.01364300643669e-27
"Klc1",33.8671282694803,367.942197103484,127.159332327496,5.93783016899374e-09,1.0569900980289e-81,1.86593250169344e-29,3.93847032032238e-08,2.33441354485976e-80,1.22962685546818e-27
"Ralb",12.9942178165533,5.58200593095066,126.938013511511,0.000312767940232461,0.01814986000771,2.08545304849239e-29,0.00108317526875825,0.032690635315425,1.36874674477059e-27
"Ptprn2",4.76887190517251,692.265950877559,126.876894428446,0.0289835924852318,1.68105908643023e-151,2.15050405117036e-29,0.0639335865133647,7.72954766944205e-150,1.40577327071888e-27
"Slc10a5",14.6047667290749,42.8008013469286,126.793692008466,0.000132744483761318,6.12100127640568e-11,2.24233309551512e-29,0.00049409603525794,2.35981851672324e-10,1.45993823182799e-27
"Pak2",11.6372799828706,24.9605329081282,126.703350967834,0.000646958732078889,5.87194386049127e-07,2.34648731384589e-29,0.00210316502537409,1.73903985111384e-06,1.52166430308644e-27
"Skic2",6.6943898084943,11.9083680234301,126.476226862599,0.00967456348694313,0.000559299918177393,2.63021697285336e-29,0.0243314075829687,0.00125051164397987,1.69889054234659e-27
